district,dem.house.2018,gop.house.2018,total.turnout.2018.house,pct_reported,precincts_reporting,precincts_total,uncontested,dem.turnout.2018.house,rep.turnout.2018.house,dem.house.margin.2018,dem.house.2016,gop.house.2016,dem.house.margin.2016,dem.house.2012,gop.house.2012,dem.house.margin.2012,dem.house.2014,gop.house.2014,dem.house.margin.2014,total.turnout.2016.house,dem.turnout.2016.house,rep.turnout.2016.house,total.turnout.2014.house,dem.turnout.2014.house,rep.turnout.2014.house,dem.turnout.2012.house,rep.turnout.2012.house,total.turnout.2012.house,obama.2008,mccain.2008,obama.margin.2008,obama.2012,romney.2012,obama.margin.2012,clinton.2016,trump.2016,clinton.margin.2016,total.pres.turnout.2016,clinton.turnout.2016,trump.turnout.2016,obama_trump,romney_clinton,too_early,stcode,abbcode,anycong,nocong,evanprot,catholic,mainprot,other,congsession,yrelected,stateabbr,cdnum,educ.coll,educ.hs,educ.no_hs,educ.some_coll,asian,black,race.oth,white,cd_num,fips_cd113,prohibit_taxpayer_abortion,cut_defense_spending,gun_control_background_checks,race_problems_isolated,attitudes_deport_immig,obamacare_repeal,white_people_advantage,abortion_always_legal,min_wage_12,full_name,prob_rep_win,proj_dem_2party,prob_dem_win,proj_rep_2party,econ.proj.dem.margin.2018,density_type,high_minus_low_density,High.density,Medium.density,Low.density,Very.low.density,density_type.slim,swing_obama_clinton,swing_house_dems,race_called,uncontested_2016,uncontested_2012,region,D.Polling.Margin
FL-22,0.620236963,0.379763037,297683,1,271,271,0,184634,113049,0.240473927,0.589,0.411,0.178,0.546,0.454,0.092,0.58,0.42,0.161,337850,199113,138737,NA,NA,NA,NA,NA,NA,0.58,0.41,0.17,0.56,0.43,0.13,0.57,0.41,0.16,356482,202355,146228,0,0,0,12,FL22,36.691185,63.308815,12.346232,16.013678,3.1072543,5.224021,116,2018,FL,22,36.0992244,24.17155742,11.25023588,28.47898229,2.03662206,10.80684163,6.451975923,80.70456038,109,1222,0.412081684,0.357786675,0.928963089,0.238009658,0.422933697,0.52939111,0.55100646,0.672604568,0.714006475,Florida 22nd,0.0011,0.638743347,0.9989,0.361256653,0.277486693,Dense suburban,0.364298325,0.367448839,0.581992518,0.047408129,0.003150514,Suburban,0.03,0.017,1,0,1,South,NA
FL-23,0.584771643,0.359834422,276366,1,233,233,0,161611,99446,0.224937221,0.567,0.405,0.162,0.64,0.36,0.28,0.627,0.373,0.253,323120,183225,130818,NA,NA,NA,NA,NA,NA,0.62,0.37,0.25,0.61,0.38,0.23,0.62,0.36,0.26,337782,209079,120967,0,0,0,12,FL23,37.015511,62.984489,12.475682,16.628853,2.907491,5.0034847,116,2018,FL,23,35.87425445,24.52803358,11.11068829,28.48702368,3.470084451,10.90811816,10.60166519,75.0201322,110,1223,0.433016665,0.456981935,0.941831041,0.308670134,0.304067351,0.459702335,0.62202313,0.694266188,0.760858318,Florida 23rd,0.0005,0.652696968,0.9995,0.347303032,0.305393935,Urban-suburban mix,0.460260655,0.460347131,0.402070822,0.13749557,8.64763E-05,Urban,0.03,-0.091,1,0,1,South,NA
FL-24,NA,NA,0,NA,0,0,1,0,0,1,1,0,1,1,0,1,0.862,0.102,0.76,0,0,0,NA,NA,NA,NA,NA,NA,0.84,0.16,0.68,0.86,0.14,0.72,0.83,0.15,0.68,265174,219783,40817,0,0,NA,12,FL24,39.397438,60.602562,11.096598,21.128702,1.7836944,5.3884439,116,2018,FL,24,20.07921381,31.03509649,22.61896716,26.26672254,1.551232625,55.17077542,7.047036364,36.23095559,111,1224,0.420979543,0.434945715,0.908707311,0.164996214,0.281272124,0.43264955,0.781344276,0.70617228,0.892169794,Florida 24th,0,1,1,0,1,Urban-suburban mix,0.531829016,0.533659607,0.422159656,0.042350146,0.001830591,Urban,-0.04,0.24,1,1,1,South,NA
FL-25,0.395466184,0.604533816,212845,1,185,185,0,84173,128672,-0.209067631,0.376,0.624,-0.248,0,1,-1,0,1,-1,253240,95319,157921,NA,NA,NA,NA,NA,NA,0.41,0.59,-0.18,0.45,0.55,-0.1,0.48,0.5,-0.02,264353,126668,131319,0,0,0,12,FL25,37.880066,62.119934,11.293954,19.293093,2.7169085,4.5761108,116,2018,FL,25,24.76585853,29.22449636,21.07252034,24.93712476,2.007431459,7.169540107,7.075510558,83.74751788,112,1225,0.53704362,0.366461052,0.951585269,0.305422015,0.293744098,0.556183948,0.607991817,0.619926252,0.714333732,Florida 25th,0.7378,0.474439777,0.2622,0.525560223,-0.051120446,Urban-suburban mix,0.368338055,0.461836414,0.260298007,0.184367218,0.09349836,Urban,0.08,0.752,1,0,1,South,-4.705804216
FL-26,0.508746151,0.491253849,235475,1,254,254,0,119797,115678,0.017492303,0.412,0.53,-0.118,0.555,0.445,0.11,0.485,0.515,-0.029,280542,115493,148547,NA,NA,NA,NA,NA,NA,0.52,0.48,0.04,0.55,0.44,0.12,0.57,0.41,0.16,289225,164252,117205,0,0,0,12,FL26,39.087242,60.912758,10.485685,21.43651,1.8533877,5.3116589,116,2018,FL,26,26.6025871,27.77803976,18.54357048,27.07580265,1.663439304,10.30668928,4.95230829,83.07756313,113,1226,0.56123771,0.366911002,0.928955088,0.24307026,0.384013851,0.587883301,0.535134716,0.643608378,0.821032534,Florida 26th,0.5493,0.496071252,0.4507,0.503928748,-0.007857495,Urban-suburban mix,0.277622786,0.353741184,0.392795893,0.177344524,0.076118398,Urban,0.04,-0.089,1,0,1,South,-0.044478795
FL-27,0.517617762,0.457618395,252586,1,249,249,0,130743,115588,0.059999367,0.451,0.549,-0.098,0.38,0.62,-0.24,0,1,-1,287677,129760,157917,NA,NA,NA,NA,NA,NA,0.5,0.49,0.01,0.53,0.46,0.07,0.59,0.39,0.2,297564,174132,115814,0,0,0,12,FL27,39.757572,60.242428,10.888087,21.809059,1.6137813,5.4466443,116,2018,FL,27,28.76426427,25.86199488,24.20665369,21.16708715,1.617069868,7.795376466,5.086759827,85.50079384,114,1227,0.486999947,0.357913534,0.93341361,0.32406687,0.225022584,0.568801229,0.528253586,0.669782516,0.762339085,Florida 27th,0.2748,0.516278056,0.7252,0.483721944,0.032556112,Urban-suburban mix,0.540497842,0.549105214,0.361625739,0.080661675,0.008607373,Urban,0.13,0.902,1,0,1,South,4.952545102
GA-01,0.42261342,0.57738658,250683,1,224,224,0,105942,144741,-0.15477316,0,1,-1,0.37,0.63,-0.26,0.391,0.609,-0.218,210243,0,210243,156512,61175,95337,92399,157181,249580,0.44,0.55,-0.11,0.43,0.56,-0.13,0.41,0.56,-0.16,269568,110190,151996,0,0,0,13,GA01,49.37355,50.62645,27.837543,5.070363,8.2360239,8.22962,116,2018,GA,1,22.690376,32.34288041,14.46518257,30.50156102,1.608177634,29.38752504,5.945906239,63.05839109,115,1301,0.660196748,0.28737004,0.907526677,0.207536033,0.488710875,0.599030517,0.460156715,0.37742814,0.593327985,Georgia 1st,0.9868,0.391284318,0.0132,0.608715682,-0.217431364,Rural-suburban mix,-0.397560304,0.030517267,0.144211809,0.397193353,0.428077571,Rural,-0.03,-0.782,1,-1,0,South,NA
GA-02,0.596493448,0.403506552,229171,1,216,216,0,136699,92472,0.192986896,0.612,0.388,0.224,0.638,0.362,0.276,0.592,0.409,0.183,242599,148543,94056,162900,96363,66537,162751,92410,255161,0.58,0.42,0.16,0.59,0.41,0.18,0.55,0.43,0.12,248103,136455,107361,0,0,0,13,GA02,53.725769,46.274231,32.332371,2.820333,8.298543,10.274523,116,2018,GA,2,15.21150035,34.24355612,21.80323441,28.74170912,1.062139025,50.49399018,5.419244176,43.02462662,116,1302,0.531346198,0.379943041,0.895110469,0.193554907,0.493615556,0.60335907,0.548667435,0.594042983,0.737207475,Georgia 2nd,0.0019,0.642056503,0.9981,0.357943497,0.284113006,Rural-suburban mix,-0.481070127,0.001352704,0.201514861,0.314709604,0.48242283,Rural,-0.06,0.041,1,0,0,South,NA
GA-03,0.344736968,0.655263032,293006,1,188,188,0,101010,191996,-0.310526064,0.317,0.683,-0.366,0,1,-1,0,1,-1,303187,95969,207218,156277,0,156277,0,232380,232380,0.34,0.65,-0.31,0.33,0.66,-0.33,0.33,0.64,-0.32,311865,102155,200624,0,0,0,13,GA03,52.649395,47.350605,36.554363,3.7162137,8.5995827,3.7792354,116,2018,GA,3,24.00348445,31.67038401,15.53377404,28.79235751,1.558571859,22.86791514,5.037452889,70.53606011,117,1303,0.558852009,0.240038953,0.81679864,0.260948863,0.50373007,0.66509071,0.409824468,0.448182459,0.552745661,Georgia 3rd,0.9996,0.317043091,0.0004,0.682956909,-0.365913817,Rural-suburban mix,-0.388212567,0.00106969,0.059840451,0.549807603,0.389282256,Rural,0.01,0.634,1,0,-1,South,NA
GA-04,0.788469196,0.211530804,288809,1,168,168,0,227717,61092,0.576938392,0.757,0.243,0.514,0.736,0.264,0.472,1,0,1,290739,220146,70593,161211,161211,0,208861,75041,283902,0.73,0.26,0.47,0.74,0.26,0.48,0.75,0.22,0.53,298663,224907,66433,0,0,0,13,GA04,45.007572,54.992428,21.795034,8.021677,8.9836388,6.207222,116,2018,GA,4,28.93345701,25.76773444,12.6496069,32.64920165,4.143209883,56.28211797,8.625319164,30.94935298,118,1304,0.436470418,0.421799522,0.933341693,0.166965805,0.31607438,0.459614424,0.741759463,0.743431964,0.762329914,Georgia 4th,0,0.771024415,1,0.228975585,0.54204883,Sparse suburban,0.031414635,0.062265291,0.421283051,0.485601001,0.030850656,Suburban,0.05,-0.486,1,0,0,South,NA
GA-05,1,0,275406,NA,0,0,1,275406,0,1,0.844,0.156,0.688,0.844,0.156,0.688,1,0,1,300549,253781,46768,170326,170326,0,234330,43335,277665,0.84,0.15,0.69,0.83,0.16,0.67,0.85,0.12,0.73,305754,259805,36385,0,0,NA,13,GA05,58.487198,41.512802,22.714088,8.8571119,13.920044,12.995954,116,2018,GA,5,37.64443173,24.25331104,14.39587275,23.70638448,3.803001623,58.00311171,6.730342569,31.46354409,119,1305,0.330254844,0.502591947,0.915368215,0.13430996,0.274004733,0.323893384,0.716903271,0.722745124,0.866714789,Georgia 5th,0,1,1,0,1,Dense suburban,0.218307944,0.221716087,0.549051491,0.225824278,0.003408143,Suburban,0.06,-0.312,1,0,0,South,NA
GA-06,0.505148038,0.494851962,317014,1,207,207,0,160139,156875,0.010296075,0.383,0.617,-0.234,0.355,0.645,-0.29,0.34,0.66,-0.321,326005,124917,201088,210504,71486,139018,104365,189669,294034,0.4,0.59,-0.19,0.38,0.61,-0.23,0.47,0.48,-0.02,331246,155077,160022,0,0,0,13,GA06,58.272949,41.727051,23.235336,10.036612,14.010884,10.990117,116,2018,GA,6,56.74023617,14.08959615,6.906681547,22.26348614,9.297508107,12.11538869,8.11606695,70.47103625,120,1306,0.472151208,0.353737192,0.88431415,0.203253698,0.368186033,0.520255526,0.605481631,0.591222861,0.665672482,Georgia 6th,0.6379,0.487998462,0.3621,0.512001538,-0.024003077,Dense suburban,0.103281315,0.103281315,0.648693152,0.248025533,0,Suburban,0.21,0.087,1,0,0,South,0.776688353
GA-07,0.499228035,0.500771965,280453,1,124,124,0,140010,140443,-0.001543931,0.396,0.604,-0.208,0.378,0.622,-0.244,0.346,0.654,-0.308,288301,114220,174081,173669,60112,113557,95377,156689,252066,0.39,0.6,-0.21,0.38,0.6,-0.22,0.45,0.51,-0.06,294972,132012,150845,0,0,0,13,GA07,44.93586,55.06414,24.467758,8.6056108,7.9774084,3.8850822,116,2018,GA,7,38.13176978,22.42497306,11.56456062,27.87869655,11.4133782,17.45859555,13.65254977,57.47547647,121,1307,0.611168962,0.331552544,0.733391536,0.274252586,0.406541753,0.618043588,0.491184693,0.578584404,0.556189163,Georgia 7th,0.9416,0.448270807,0.0584,0.551729193,-0.103458386,Sparse suburban,0.016297028,0.016297028,0.348129344,0.635573629,0,Suburban,0.16,0.1,1,0,0,South,-0.961149029
GA-08,0,1,198152,NA,0,0,-1,0,198152,0,0.324,0.676,-0.352,0,1,-1,0,1,-1,257208,83225,173983,129938,0,129938,0,197789,197789,0.38,0.62,-0.24,0.38,0.62,-0.24,0.34,0.63,-0.29,265514,91360,168193,0,0,NA,13,GA08,52.274731,47.725269,36.535881,2.4867532,7.3234553,5.9286413,116,2018,GA,8,19.06505507,33.92952555,18.91015136,28.09526803,1.238708504,29.51592351,5.842953922,63.40241406,122,1308,0.590764257,0.342769689,0.940706755,0.173276976,0.536783232,0.606357997,0.42471367,0.560831668,0.69856585,Georgia 8th,1,0,0,1,-1,Pure rural,-0.553623684,0,0.10464125,0.341735066,0.553623684,Rural,-0.05,0.648,1,0,-1,South,NA
GA-09,0.204945271,0.795054729,282573,1,168,168,0,57912,224661,-0.590109458,0,1,-1,0.238,0.762,-0.524,0.193,0.807,-0.613,256535,0,256535,181047,34988,146059,60052,192101,252153,0.24,0.75,-0.5,0.21,0.78,-0.58,0.19,0.78,-0.59,297215,57468,231194,0,0,0,13,GA09,56.943485,43.056515,39.006428,8.7502604,6.9453578,2.2414393,116,2018,GA,9,19.77885565,33.88673676,20.03298718,26.3014204,1.123767373,6.800929778,6.098735994,85.97656686,123,1309,0.657676313,0.279580591,0.857787283,0.259425769,0.603407021,0.7306033,0.29602704,0.36004468,0.502840099,Georgia 9th,1,0.221125182,0,0.778874818,-0.557749635,Pure rural,-0.605057176,0,0.009505439,0.385437385,0.605057176,Rural,-0.01,-0.387,1,-1,0,South,NA
GA-10,0.371080318,0.628919682,302735,1,208,208,0,112339,190396,-0.257839364,0,1,-1,0,1,-1,0.335,0.665,-0.33,243725,0,243725,196480,65777,130703,0,211065,211065,0.39,0.6,-0.22,0.36,0.63,-0.26,0.36,0.61,-0.26,315073,112691,193030,0,0,0,13,GA10,41.575134,58.424866,25.019739,3.4838834,8.0169182,5.0545936,116,2018,GA,10,23.5731212,32.72407556,16.90998205,26.79282119,1.917580185,24.73213068,5.170535148,68.17975399,124,1310,0.562171284,0.341248837,0.888037522,0.252292973,0.419803365,0.572169371,0.446676012,0.482579651,0.612343886,Georgia 10th,0.9982,0.344629527,0.0018,0.655370473,-0.310740946,Pure rural,-0.493169741,0,0.062916562,0.443913697,0.493169741,Rural,0,-0.67,1,-1,-1,South,NA
GA-11,0.382086044,0.617913956,310540,1,145,145,0,118653,191887,-0.235827913,0.326,0.674,-0.348,0.314,0.686,-0.372,0,1,-1,323318,105383,217935,161532,0,161532,90353,196968,287321,0.35,0.64,-0.3,0.32,0.67,-0.35,0.35,0.6,-0.25,329615,116457,198813,0,0,0,13,GA11,50.30368,49.69632,28.959539,7.7679234,9.5451412,4.0310764,116,2018,GA,11,38.34513837,22.85864308,11.37692446,27.41929409,2.821023409,14.97316792,7.983342961,74.22246571,125,1311,0.502776441,0.289553253,0.84283703,0.22933281,0.408845334,0.626504233,0.461908314,0.491603538,0.55259613,Georgia 11th,0.9989,0.348347404,0.0011,0.651652596,-0.303305192,Sparse suburban,-0.077052173,0.045092763,0.316891993,0.515870308,0.122144936,Suburban,0.1,0.652,1,0,0,South,NA
GA-12,0.405219391,0.594780609,250489,1,244,244,0,101503,148986,-0.189561218,0.384,0.616,-0.232,0.537,0.463,0.074,0.453,0.548,-0.095,258912,99420,159492,166814,75478,91336,139148,119973,259121,0.44,0.56,-0.12,0.44,0.55,-0.12,0.41,0.57,-0.16,267674,108937,152204,0,0,0,13,GA12,49.853741,50.146259,29.765869,4.0533748,7.9483981,8.0860987,116,2018,GA,12,19.3577891,35.15797892,17.98930491,27.49492707,1.531717468,34.06379882,5.741097674,58.66338604,126,1312,0.549866902,0.255028417,0.88346159,0.261527767,0.535631784,0.683343531,0.449367018,0.477172193,0.624267222,Georgia 12th,0.9896,0.388308006,0.0104,0.611691994,-0.223383988,Pure rural,-0.529761475,0,0.146763398,0.323475126,0.529761475,Rural,-0.04,-0.137,1,0,0,South,NA
GA-13,0.761843799,0.238156201,292917,1,182,182,0,223157,69760,0.523687598,1,0,1,0.717,0.283,0.434,1,0,1,252833,252833,0,159445,159445,0,201988,79550,281538,0.67,0.32,0.35,0.69,0.3,0.39,0.71,0.27,0.44,301238,213936,80157,0,0,0,13,GA13,50.60215,49.39785,28.626585,7.22439,8.6061935,6.1449814,116,2018,GA,13,27.22065404,28.25611015,13.18255881,31.34067699,2.571600025,54.50475824,8.197134301,34.72650744,127,1313,0.51493087,0.390848883,0.861036994,0.241573966,0.367925177,0.538986699,0.647336319,0.634113919,0.694861885,Georgia 13th,1E-04,0.795502148,0.9999,0.204497852,0.591004297,Sparse suburban,-0.028444335,0.005549011,0.257361774,0.70309587,0.033993346,Suburban,0.05,0,1,1,0,South,NA
GA-14,0.234981978,0.765018022,229724,1,146,146,0,53981,175743,-0.530036043,0,1,-1,0.27,0.73,-0.46,0,1,-1,216743,0,216743,118782,0,118782,59245,159947,219192,0.28,0.71,-0.43,0.25,0.73,-0.48,0.22,0.75,-0.53,255872,56513,191849,0,0,0,13,GA14,47.635094,52.364906,35.498451,5.290647,5.1857581,1.6602373,116,2018,GA,14,16.12526113,34.30073531,22.7498031,26.82420046,0.815444592,8.433762397,6.511592132,84.23920088,128,1314,0.657201792,0.288068151,0.872627731,0.276227127,0.668310557,0.762323546,0.352384069,0.333155019,0.55656296,Georgia 14th,0.9998,0.185914224,0.0002,0.814085776,-0.628171552,Rural-suburban mix,-0.430160524,0,0.012721676,0.5571178,0.430160524,Rural,-0.05,0,1,-1,0,South,NA
HI-01,0.730955263,0.230702835,184211,1,115,115,0,134650,42498,0.500252428,0.719,0.227,0.492,0.546,0.454,0.092,0.519,0.481,0.039,202357,145417,45958,179844,93390,86454,116505,96824,213329,0.7,0.28,0.42,0.7,0.29,0.41,0.63,0.31,0.33,209300,132009,63916,0,0,0,15,HI01,39.294716,60.705284,9.6841497,18.224373,2.9388158,8.4473772,116,2018,HI,1,32.80712216,26.09024051,10.07459017,31.02804716,42.95410051,1.550992199,39.99836955,15.49653774,129,1501,0.384521713,0.489745595,0.959872444,0.142803404,0.37752612,0.523508606,0.716112028,0.726861689,0.714107175,Hawaii 1st,0.0025,0.696831011,0.9975,0.303168989,0.393662021,Urban-suburban mix,0.516191217,0.529735474,0.317257581,0.139462688,0.013544257,Urban,-0.08,0.453,1,0,0,West,NA
HI-02,0.77362319,0.22637681,198121,1,134,134,0,153271,44850,0.54724638,0.812,0.188,0.624,0.805,0.195,0.61,0.788,0.187,0.601,210516,170848,39668,180333,142010,33630,168503,40707,209210,0.73,0.25,0.49,0.71,0.27,0.45,0.61,0.3,0.32,219637,134882,64931,0,0,0,15,HI02,43.333721,56.666279,9.4680891,18.476345,3.0647898,12.324497,116,2018,HI,2,26.20933079,30.84762554,9.388320853,33.55472282,20.28867368,1.120787756,54.00578276,24.5847558,130,1502,0.363094445,0.493866082,0.929056245,0.168967897,0.450380086,0.451009917,0.583978483,0.716206089,0.738308818,Hawaii 2nd,0,0.807308512,1,0.192691488,0.614617025,Rural-suburban mix,-0.269388028,0.107236465,0.239848159,0.276290883,0.376624493,Rural,-0.13,0.023,1,0,0,West,NA
IA-01,0.509900649,0.459312298,334069,1,415,415,0,170342,153442,0.050588352,0.461,0.537,-0.076,0.578,0.422,0.156,0.488,0.511,-0.023,384977,177403,206903,289306,141145,147762,222422,162465,384887,0.59,0.4,0.18,0.56,0.43,0.14,0.45,0.49,-0.04,390934,176535,190410,1,0,0,19,IA01,58.887424,41.112576,10.875611,23.590372,21.678608,2.7428331,116,2018,IA,1,24.03758781,35.01945603,8.926309678,32.01664648,1.113341945,3.135773628,5.271278096,90.47960633,160,1901,0.496883154,0.409996399,0.869496551,0.266027206,0.555083626,0.617836845,0.474783036,0.470070655,0.610152341,Iowa 1st,0.1872,0.526935981,0.8128,0.473064019,0.053871962,Rural-suburban mix,-0.388040722,0.020274167,0.218720451,0.352690493,0.408314889,Rural,-0.18,-0.053,1,0,0,Midwest,7.170957587
IA-02,0.548186896,0.426176095,312751,1,397,397,0,171446,133287,0.122010801,0.537,0.462,0.075,0.567,0.433,0.134,0.525,0.474,0.051,370032,198571,170933,273329,143431,129455,211863,161977,373840,0.57,0.42,0.16,0.56,0.43,0.13,0.45,0.49,-0.04,379959,170796,186384,1,0,0,19,IA02,44.646309,55.353691,11.681617,12.614492,18.116158,2.2340422,116,2018,IA,2,25.87359812,32.78969497,9.456209374,31.88049754,1.921836559,3.335534794,5.021390216,89.72123843,161,1902,0.523576363,0.372322978,0.848920441,0.238809979,0.518486024,0.55814045,0.456244757,0.596613811,0.634180417,Iowa 2nd,0.0209,0.579364266,0.9791,0.420635734,0.158728532,Rural-suburban mix,-0.367096,0.044704196,0.209589029,0.33390658,0.411800196,Rural,-0.17,0.024,1,0,0,Midwest,17.44790681
IA-03,0.493312662,0.471660965,356046,1,375,375,0,175642,167933,0.021651697,0.397,0.534,-0.137,0.455,0.545,-0.09,0.422,0.528,-0.105,390287,155002,208598,282066,119109,148814,168632,202000,370632,0.52,0.46,0.06,0.51,0.47,0.04,0.45,0.49,-0.04,403191,181524,195740,1,0,0,19,IA03,45.504272,54.495728,12.357867,12.268714,18.149794,2.7278976,116,2018,IA,3,29.84785034,29.63677911,8.467226484,32.04814406,2.366155498,3.688479315,6.048083568,87.89728162,162,1903,0.457025476,0.326080084,0.858821702,0.233472457,0.486895784,0.519195436,0.48524576,0.531850469,0.619266268,Iowa 3rd,0.5066,0.499266299,0.4934,0.500733701,-0.001467401,Sparse suburban,-0.185808331,0.056363995,0.387619019,0.31384466,0.242172326,Suburban,-0.08,-0.032,1,0,0,Midwest,-0.269203778
IA-04,0.47036688,0.503684774,313045,1,490,490,0,147246,157676,-0.033317894,0.386,0.612,-0.226,0.459,0.541,-0.082,0.383,0.616,-0.233,370259,142993,226719,275633,105504,169834,169470,200063,369533,0.49,0.5,-0.02,0.45,0.53,-0.08,0.34,0.61,-0.27,379900,127401,231229,0,0,0,19,IA04,66.610336,33.389664,17.918749,17.583784,29.588312,1.5194912,116,2018,IA,4,21.52165695,35.01223613,10.42617536,33.03993156,1.589320759,1.255497335,5.222387025,91.93279488,163,1904,0.483222463,0.358490796,0.93317425,0.203646966,0.57242862,0.62854589,0.379542166,0.493859901,0.587821127,Iowa 4th,0.9512,0.453097709,0.0488,0.546902291,-0.093804581,Pure rural,-0.519661465,0.047519155,0.087781729,0.297518497,0.56718062,Rural,-0.19,0.007,1,0,0,Midwest,-10.52705195
ID-01,0.30771038,0.627723206,314978,1,462,462,0,96922,197719,-0.320012826,0.318,0.682,-0.364,0.328,0.672,-0.344,0.35,0.65,-0.3,355357,113052,242252,220864,77277,143580,97450,199402,296852,0.35,0.63,-0.27,0.32,0.65,-0.33,0.25,0.64,-0.38,359661,91284,229034,0,0,0,16,ID01,42.134853,57.865147,18.007408,8.0149355,3.6179185,12.494591,116,2018,ID,1,23.34938648,29.49925297,11.27535126,35.87600928,1.038143543,0.375123322,7.830497439,90.7562357,131,1601,0.622268344,0.310027604,0.793553361,0.292766865,0.51494856,0.728801067,0.336088717,0.393290055,0.454139653,Idaho 1st,0.9977,0.333409802,0.0023,0.666590198,-0.333180395,Rural-suburban mix,-0.396939341,0,0.245461728,0.357598931,0.396939341,Rural,-0.05,-0.064,1,0,0,West,NA
ID-02,0.393297821,0.606702179,280655,1,496,496,0,110381,170274,-0.213404358,0.294,0.629,-0.335,0.348,0.652,-0.304,0.386,0.614,-0.227,326237,95940,205292,214293,82801,131492,110847,207412,318259,0.37,0.61,-0.23,0.33,0.64,-0.31,0.3,0.55,-0.25,330594,98481,180021,0,0,0,16,ID02,60.149212,39.850788,7.7040486,7.7289796,3.6615846,41.0546,116,2018,ID,2,26.13411371,26.34391232,11.51469212,36.00728186,1.339099281,0.723278163,8.820453239,89.11716932,132,1602,0.563875529,0.274505833,0.814520619,0.305517154,0.550521355,0.674834361,0.410408102,0.43552131,0.578374312,Idaho 2nd,0.9995,0.350239917,0.0005,0.649760083,-0.299520166,Rural-suburban mix,-0.355708897,0.070337237,0.303779616,0.199837013,0.426046134,Rural,0.06,-0.108,1,0,0,West,NA
IL-01,0.735056324,0.197607461,257885,0.995073892,606,609,0,189560,50960,0.537448863,0.741,0.259,0.482,0.738,0.262,0.476,0.731,0.269,0.462,315862,234037,81817,222017,162268,59749,236854,83989,320843,0.81,0.19,0.62,0.79,0.2,0.59,0.75,0.21,0.54,326175,245908,69956,0,0,0,17,IL01,57.783104,42.216896,8.1348028,36.655476,3.9891961,9.0036297,116,2018,IL,1,25.5423582,28.19832849,12.95685418,33.30245912,1.705135087,52.30301279,6.272210523,39.7196416,133,1701,0.325910854,0.463085941,0.965747395,0.152014917,0.240188654,0.296755898,0.764039975,0.818089305,0.84680622,Illinois 1st,1E-04,0.805523322,0.9999,0.194476678,0.611046643,Urban-suburban mix,0.518495896,0.542363234,0.29929924,0.134470189,0.023867338,Urban,-0.05,0.02,1,0,0,Midwest,NA
IL-02,0.810555534,0.189444466,235251,1,523,523,0,190684,44567,0.621111069,0.798,0.202,0.596,0.732,0.268,0.464,0.785,0.214,0.571,294522,235051,59471,204266,160337,43799,188303,69115,257418,0.81,0.18,0.63,0.81,0.19,0.62,0.78,0.19,0.59,303622,236726,58024,0,0,0,17,IL02,56.993019,43.006981,9.1952019,34.964203,4.4492936,8.3843212,116,2018,IL,2,21.1690029,29.54190378,14.28904968,35.00004364,0.709579182,54.15607721,8.005558004,37.1287856,134,1702,0.468552626,0.448755123,0.916321944,0.168203881,0.36338345,0.393063356,0.722526987,0.781989673,0.857699118,Illinois 2nd,0,0.853958136,1,0.146041864,0.707916273,Dense suburban,0.169368826,0.248297623,0.378419462,0.294354118,0.078928797,Suburban,-0.03,0.025,1,0,0,Midwest,NA
IL-03,0.738003422,0.261996578,220938,1,500,500,0,163053,57885,0.476006844,1,0,1,0.685,0.315,0.37,0.646,0.354,0.291,225411,225320,0,180855,116764,64091,168738,77653,246391,0.58,0.4,0.18,0.56,0.43,0.13,0.55,0.4,0.15,284970,157383,113779,0,0,0,17,IL03,57.84573,42.15427,8.1462002,36.681038,3.9917495,9.026742,116,2018,IL,3,25.02507988,30.45570947,16.59198436,27.92722628,3.513017045,4.210138718,15.76884796,76.50799627,135,1703,0.435713034,0.447357901,0.946371479,0.231249387,0.414347669,0.525200457,0.512168087,0.678573338,0.68394962,Illinois 3rd,0.0003,0.708763986,0.9997,0.291236014,0.417527971,Urban-suburban mix,0.46729656,0.472050344,0.339922093,0.183273779,0.004753784,Urban,0.02,0.709,1,1,0,Midwest,NA
IL-04,0.86585153,0.13414847,166189,0.779775281,347,445,0,143895,22294,0.731703061,1,0,1,0.83,0.17,0.66,0.782,0.219,0.563,171297,171297,0,101944,79666,22278,133226,27279,160505,0.81,0.18,0.62,0.81,0.17,0.64,0.82,0.13,0.69,209931,172374,27807,0,0,1,17,IL04,59.621037,40.378963,8.3349781,37.484982,3.8907921,9.910285,116,2018,IL,4,18.41366206,28.26397256,32.60960237,20.712763,2.631651896,4.403273244,36.375342,56.58973286,136,1704,0.445569731,0.544354446,0.93706926,0.210512349,0.259097404,0.421001685,0.643622957,0.726498978,0.814250689,Illinois 4th,0.0005,0.839105623,0.9995,0.160894377,0.678211247,Pure urban,0.912140952,0.912140952,0.07213234,0.015726707,0,Urban,0.05,0.437,1,1,0,Midwest,NA
